text,top_keywords,keyword_scores,predicted_label
A entrega foi realizada muito antes do prazo informado,"do, informado, muito","0.4069, 0.2554, 0.2554",positive
Produto chegou no prazo ótimo preço Recomendo,"no, preço, ótimo","1.0123, 0.3732, 0.3315",positive
muito bom produto pra ser melhor deveria ter manual do produto pelo o básico de informações,"bom, ter, produto","0.4988, 0.4409, 0.4001",positive
Cumpriu os prazos Ótima loja Produto perfeito,"loja, ##ri, ##s","0.144, 0.128, 0.1259",positive
Entrega no prazo Recomendo a baratheon,"##ndo, ##ome, ##ga","0.2691, 0.2147, 0.1836",positive
gostaria de saber o por que os pedidos negação chegam no prazo,"negação, de, chegam","0.2253, 0.2202, 0.1921",negative
ótima loja e produto,"loja, e, produto","0.3265, 0.1688, 0.1093",positive
o oproduto é de péssima qualidade,"##ima, ##uto, qualidade","0.2722, 0.159, 0.1588",negative
Produto entregue no prazo sim eu recomendaria,"eu, no, ##ria","0.3632, 0.3407, 0.2871",positive
Ótimo produto e veio em perfeito estado,"produto, estado, ##timo","0.1478, 0.1304, 0.1058",positive
A entrega demorou demais,"demais, demorou, entrega","0.7049, 0.4456, 0.2482",negative
Entrega atrasada,"##ada, atras, ##ga","1.0842, 0.7855, 0.5819",negative
cadeira boa,"boa, cadeira","1.3647, 0.2424",positive
 A entrega do produto foi feito antes do prazo recomendo,"do, ##o, recomend","0.2207, 0.2159, 0.2106",positive
 negação chegou o produto,"chegou, o, produto","0.2608, 0.2555, 0.1403",negative
O produto chegou bem antes do prazo bem emalado sem problemas Recomendo,"Rec, bem, do","0.1306, 0.1055, 0.0963",positive
 negação entregaram o produto,"entregar, ##am, o","0.2317, 0.2293, 0.1852",negative
Muito bom ao serviço a qualidade do produto é ótima,"ao, bom, a","0.1728, 0.1632, 0.1264",positive
Site da lannister com é muito bom negação tenho do que reclamar pois meu filhs tem numero anos e desde de pequeno eu compro pelo site DVD infantis Brinquedos Fraldas,"negação, bom, tenho","0.1676, 0.1224, 0.1172",positive
Super recomendo a loja O produto chegou antes do prazo previsto Em estado de conservação Excelência em atendimento,"recomend, ##o, ##ência","0.091, 0.0729, 0.0703",positive
recebi o produto corretamente Obrigada,"Ob, ##i, ##da","0.278, 0.2199, 0.2148",positive
Muito bom produto chegou certinho chegou até antes do prazo,"bom, produto, cer","0.1951, 0.1689, 0.1322",positive
Produto demorou muito para chegar,"muito, ##to, para","0.7536, 0.4499, 0.4261",negative
entrega rapida,"##ida, rap, entrega","0.5815, 0.4992, 0.048",positive
Ainda negação recebi,"##i, receb, negação","0.5791, 0.401, 0.3014",negative
As minhas compras sempre chega antes do prazo e tudo muito bom e o atendimento e otimo,"##o, e, muito","0.169, 0.1371, 0.1001",positive
ok,"##k, o","0.1263, 0.0138",positive
muito bom o produto,"o, bom, produto","0.2559, 0.2406, 0.1153",positive
Estou muito satisfeito com o nível de serviço prestado,"##eito, de, ##ou","0.2672, 0.1443, 0.1381",positive
O produto chegou bem rapidinho e é exatamente como anunciado,"como, bem, rap","0.0913, 0.0772, 0.0767",positive
O produto é exatamente como esperava perfeito,"como, perfeito, exatamente","0.4214, 0.4065, 0.2911",positive
Entrega no prazo e produto conforme especificações,"especifica, ##ga, ##ções","0.2425, 0.2315, 0.2223",positive
 negação gruda muito,"##da, gru, muito","5.2317, 2.1157, 1.4847",negative
Entregue no prazo,"##gue, no, prazo","0.5948, 0.4875, 0.2196",positive
muito lindo porem ainda negação instalei mais chego no prazo e muito bem embalado,"##o, lin, ##do","0.1594, 0.1463, 0.1386",positive
Produto de excelente qualidade,"qualidade, ##to, de","0.251, 0.1443, 0.1052",positive
Atrasou a entrega,"##sou, a, entrega","0.7952, 0.6357, 0.2678",negative
eu amei meu pedicuro mais gostaria de saber a respeito da nota da garantia estendida,"##i, da, de","0.3409, 0.223, 0.2129",positive
GOSTEI DO TRATAMENTO COM O CLIENTE SÃO ATENCIOSOS PRODUTO DE BOA QUALIDADE,"##TE, ##I, DO","0.3526, 0.1994, 0.1902",positive
embora tenha comprado o produto durante a Black Friday para presentear uma criança da família o presente negação chegou a tempo do Natal Fui obrigada a comprar às pressas um presente substituto,"##i, tenha, ##as","0.1392, 0.1339, 0.1195",negative
,,,positive
Chegou no prazo estipulado Porém veio faltando umas peças pequenas que dá o Acabamento A cadeira o material percebo näo ser muito resistente,"##ndo, veio, ##o","0.2239, 0.2059, 0.2032",negative
 negação me enviaram o produto só me enviaram uma nota fiscal estou sendo roubado e ninguém resolve meu problema,"resolve, meu, sendo","0.0839, 0.0825, 0.0799",negative
Apesar da greve dos caminhoneiros negação houve muito atraso,"houve, muito, dos","0.4547, 0.3807, 0.3699",positive
Ótimo,"##timo, Ó","0.4036, 0.036",positive
O produto é bom tem qualidade e a entrega foi rápida,"tem, e, foi","0.6235, 0.2834, 0.2543",positive
Entrega rápida sem problemas,"sem, ##ga, rápida","0.3375, 0.2986, 0.2482",positive
A bolsa e muito bonita por fora Mas dentro negação tem forro E é bem fragil,"por, ##il, bonita","1.0928, 0.6029, 0.5141",positive
Ainda negação recebi o produto como vou avaliar ainda estou aguardando a entrega do produto,"receb, ##i, ##ndo","0.1604, 0.1482, 0.125",negative
gostaria de saber de houve o debito correto no meu cartão tive cartão clonado,"##nado, correto, de","0.9325, 0.4265, 0.4217",negative
Excelente produto Lindo jogo de lençol de casal Produto entregue dentro do prazo previsto Muito satisfeita,"##ente, produto, ##eita","0.1593, 0.0897, 0.0793",positive
Entrega super rápida produtos de qualidades e o preço imbatível,"produtos, e, rápida","0.2915, 0.2893, 0.2866",positive
Bom,Bom,0.0131,positive
Estou muito satisfeita com a minha compra as toalhas sao lindas e de qualidade,"##eita, ##ou, satisf","0.1739, 0.1097, 0.1083",positive
nunca tive problema algum com as lannister,"tiv, algum, ##ter","0.3925, 0.2876, 0.2715",positive
entregou no prazo ainda negação abri o produto pois é presente aparentemente veio perfeiro,"##ro, veio, perfei","0.7926, 0.507, 0.4532",positive
Comprei numero cabos RCA numero suporte de celular Só me foi entregue numero cabo RCA,"me, numer, ##rei","0.1045, 0.101, 0.0976",negative
Chegou muito antes do prazo O produto é bem compatível com o preço,"com, do, compatível","0.4056, 0.2764, 0.2635",positive
recebi antes do prazo e em ótimas condições,"##s, ##i, do","0.1559, 0.1313, 0.1089",positive
bom,bom,0.0152,positive
 negação veio a nota fiscal do produto,"fiscal, a, do","0.3418, 0.2969, 0.2781",negative
No primeiro frasco que abrir venho com numero unidades E negação numero como descrito no anuncio e na embalagem Sendo assim desconfio muito da originalidade,"##idade, ##fio, muito","0.5839, 0.4251, 0.4",negative
chegou no prazo,"no, prazo, chegou","0.5028, 0.2228, 0.0584",positive
O pedido foi entregue muito antes do prazo estabelecido Super recomendo,"do, estabelecido, muito","0.1944, 0.1701, 0.1456",positive
Produto exatamente conforme solicitação,"conforme, solic, ##to","0.437, 0.2934, 0.2033",positive
até o momento negação recebi meu produto,"##i, receb, negação","0.1282, 0.1245, 0.1117",negative
O forro interno é frágil e todo manchado de tinta o suporte de controle tem grandes falhas na pintura interna,"e, na, ##hado","0.3808, 0.2977, 0.1843",negative
Bom produto atendeu as expectativas E a entrega foi rápida,"E, produto, ##u","0.5621, 0.3954, 0.249",positive
 negação recebi meu produto No site diz que está nós Correios pra retirada desde do dia numero numero Mas quando vou ao correio para retirar o produto negação há nenhum produto nos correios,"##i, receb, diz","0.1328, 0.1093, 0.0821",negative
Foi entregue dentro do Prazo indicado ou ate mesmo alguns dias antes Com produto sem danos dentro das indicações apresentadas quando selecionei o produto,"dentro, danos, entregue","0.3612, 0.1802, 0.1728",positive
Produto negação entregue e site negação disponibiliza numero para ligar pedindo estorno,"entregue, e, ##to","0.1281, 0.1252, 0.105",negative
Ser mais pontual,"##al, mais, pontu","0.9913, 0.4953, 0.44",positive
O produto veio em excelente estado porém a caixa foi muito danificada deveriam ter mais cuidado,"estado, a, ter","0.4891, 0.431, 0.3564",positive
Produto Top,"##to, Top, Produ","0.2277, 0.1818, 0.0286",positive
Tentei comprar o mesmo produto que foi muito bem recomendado em outro site e negação recebi minha mercadoria Achei vocês e estou muito satisfeita parabéns ganharam mais uma cliente,"receb, ##te, ##i","0.6447, 0.6408, 0.6336",positive
É lindo Super fofinho,"##do, lin, fo","0.1926, 0.1712, 0.1493",positive
O produto é bom é bonito do jeito que imaginei muito bom,"é, bom, do","0.2087, 0.16, 0.1517",positive
recebi a encomenda muito bem embalada e em perfeitas condições,"muito, ##s, ##i","0.116, 0.0964, 0.0957",positive
Produto como descrito Mas negação gostei pq o som do alarme é muito baixo,"##te, Mas, gos","0.3765, 0.2625, 0.2568",positive
Produto entregue antes so prazo e tudo certinho,"so, e, ##to","0.173, 0.1562, 0.1556",positive
É bonitinho a base é de plástico Pelo preço poderia ser um pouco melhor,"##iti, ##nho, a","0.7391, 0.56, 0.2674",positive
Recomendo a todos podem compra sem medo garantido por mim,"##ome, ##ndo, garant","0.1183, 0.1096, 0.0955",positive
Recebi o produto e recebi o esperado,"##i, ##bi, o","0.2667, 0.2611, 0.2121",positive
Estiloso e moderno Gostei ótimo custo benefício,"##te, custo, ##i","0.2442, 0.2241, 0.1601",positive
Gostei de comprar mais uma vez na Americana,"##te, ##i, na","0.2817, 0.1859, 0.1269",positive
 negação recebi uma outra encomenda dessa loja estou esperando eles me enviarem as duas proteínas de numero kg,"receb, ##i, dessa","0.2087, 0.2073, 0.181",negative
Entrega dentro do prazo Bom atendimento,"atendimento, do, ##ga","0.3442, 0.2323, 0.2091",positive
Veio antes do prazo Parabéns,"##o, ##éns, do","0.1877, 0.1374, 0.1279",positive
Adoro o relógio lindo a entrega foi antes do prazo recomendo,"lin, ##ro, recomend","0.4946, 0.2223, 0.1391",positive
Continue assim,"##e, assim, Continu","0.2101, 0.1318, 0.0262",positive
Chegou antes do prazo limite e estou satisfeita,"##eita, e, limite","0.4875, 0.4442, 0.3524",positive
Estou esperando o pedido,"o, ##ou, esperando","0.3319, 0.2096, 0.168",negative
A película negação é de vidro é acrílico portanto negação corresponde ao produto ofertado,"ao, ##do, corresponde","0.2064, 0.1748, 0.1473",negative
Chegou até antes do prazo sempre compro e minhas encomendas vem sempre direitinho,"até, ##s, sempre","0.0982, 0.0713, 0.0687",positive
Ótimo produto e entrega super rápida Amei,"produto, ##timo, ##i","0.1046, 0.0986, 0.0858",positive
Em numero meses de espera negação recebi o produto Dividi em duas vezes paguei as duas vezes e negação recebi o produto UMA VERGONHA Estou indo no procon pois o baratheon negação atende telefone VERGONHA,"##GO, ##N, de","0.0924, 0.0829, 0.0776",negative
gostei bastante achei bonito,"##te, ac, ##i","0.2829, 0.2588, 0.1446",positive
Produto de muito boa qualidade Entrega rápida Recomendo a lannister com,"qualidade, boa, ##to","0.1345, 0.0916, 0.0855",positive
A entrega foi mais rápida que o previsto,"que, rápida, foi","0.7285, 0.3886, 0.3436",positive
Super recomendo Fácil de usar vem a bateria é só plugar e usar Recomemdo a todos,"##o, recomend, ##do","0.1288, 0.118, 0.1021",positive
Perfeito recebi antes do prazo amo comprar no stark,"receb, ##feito, do","0.1415, 0.1177, 0.1054",positive
e negação recebi o ressarcimento do valor um absurdo,"##do, ##i, receb","0.1696, 0.1109, 0.1108",negative
Ok,Ok,0.0186,positive
Satisfeita,"##eita, ##isf, Sat","0.734, 0.5126, 0.0478",positive
A entrega foi rápida mas o produto foi mal embalado e o pote chegou estourado tive que usar metade do pote que conseguisalvar colocando emoutropote,"mas, ##ado, embal","0.4932, 0.432, 0.3394",negative
Adorei minhas aquisições lindos amei,"##rei, minha, ##i","0.1707, 0.1199, 0.0996",positive
Super recomendo entrega rápida como sempre,"recomend, ##o, rápida","0.15, 0.1288, 0.1197",positive
SEMPRE SATISFATORIA AS COMPRAS DESTE SITE,"##RE, ##S, ##A","0.3258, 0.2237, 0.2088",positive
Comprei o tapete com a metragem numero numero x numero numero e me mandaram a metragem numero numero x numero numero sendo que no siteo valor dessa metragem que me enviaram está bem abaixo do valor que paguei,"##rei, ##te, o","0.07, 0.0661, 0.0608",negative
O produto foi entregue no prazo previsto e nas condições contratadas,"##s, e, contratada","0.4025, 0.2799, 0.2733",positive
Produto correto entregue dentro do prazo e muito bem embalado,"entregue, dentro, ##ado","0.1675, 0.1363, 0.1317",positive
Eu sou cliente das lannister e sempre fui bem atendido o produto sempre chega em perfeitas condições e antes do prazo recomendo,"##s, das, ##di","0.0813, 0.075, 0.0669",positive
Compra sem problemas produto OK entregue no prazo,"##ra, entregue, produto","0.1315, 0.1304, 0.117",positive
 numero dias entre a compra e a entrega tudo muito rápido e eficiente melhor compra que já fiz aqui na lannister gostaria que todas as entregas ocorressem dessa maneira,"que, compra, ##o","0.2161, 0.1097, 0.1",positive
Meu produto está errado A nota fiscal e prodito está na nome de outra pessoa Eu negação estou conseguindo entrar em contato pra pedir o meu produto certo,"A, está, fiscal","0.1821, 0.1008, 0.0972",negative
Amei meus pendentes Entrega super rápida,"##i, meus, ##entes","0.1963, 0.1147, 0.0995",positive
Gostei do produto e da rapidez na entrega,"##te, ##i, ##idez","0.8905, 0.5373, 0.2479",positive
um pouco de demora para postar mas a maior demora é dos correios que presta um péssimo serviço para os cloentes,"##ra, ##ra, ##imo","0.2577, 0.2132, 0.1819",negative
Recebi muito antes do prazo previsto produto lindo,"produto, previsto, do","0.5852, 0.3249, 0.2182",positive
Estou esperando mais de numero mês para ser entregue o produto e me mandam msg dizendo que negação tem mais no estoque Como assim Achei um absurdo espero recebe meu produto se negação Eu negação compro mais,"##do, ##ou, que","0.0634, 0.0424, 0.0421",negative
show,show,0.1728,positive
A entrega atrasou sem nenhum contato ou justificativa Enviei msg e ainda negação obtive resposta,"##u, ##tiva, ou","0.256, 0.2139, 0.1693",negative
muito fofo meu radinho amei,"##i, ##fo, fo","0.1581, 0.1274, 0.1229",positive
Meu produto negação foi entregue até hoje,"até, foi, produto","0.2578, 0.2064, 0.2012",negative
Ótimos produtos,"produtos, ##timos, Ó","0.4721, 0.3952, 0.0249",positive
Satisfeito produto entregue mais rápido do que o esperado,"##eito, ##isf, produto","0.2933, 0.275, 0.2486",positive
Tudo ok,"o, ##k, Tudo","0.405, 0.1994, 0.0422",positive
O prazo de entrega do produto era dia numero numero Ainda negação recebi o produto e ninguém entrou em contato comigo para dar alguma explicação,"era, receb, ##i","0.1435, 0.122, 0.1209",negative
Qualidade razoável vale o preço,"vale, ##idade, o","0.9502, 0.4954, 0.4721",negative
Pedido chegou super rápido e veio certinho,"super, e, ##ido","0.2672, 0.1913, 0.1706",positive
O produto chegou super rápido é bonito e veio muito bem embalado,"e, embal, é","0.1683, 0.137, 0.1344",positive
Excelente produto muito lindo entrega rapida,"##ente, ##ida, produto","0.1687, 0.111, 0.1033",positive
O material veio dentro do prazo e é de ótima qualidade,"do, qualidade, dentro","0.29, 0.2602, 0.2591",positive
 negação recebi,"receb, ##i, negação","0.6056, 0.5817, 0.085",negative
lindos e modernos amei,"##i, ##dos, ame","0.1862, 0.1721, 0.1362",positive
Nota numero,"numer, ##o, Nota","0.5144, 0.3304, 0.0405",positive
Ótimo produto entregue antes do tempo previsto super recomendo,"produto, ##timo, super","0.1356, 0.114, 0.0809",positive
paguei o frete e tive que ir buscar do outro do mundo errado tem que entrega em casa,"##ue, tem, do","0.3772, 0.2756, 0.2522",negative
